PROD_EST,COBERTURA,ANIO,ID_ENTIDAD,TEMA,CATEGORIA,DESCRIPCION_CATEGORIA,VALOR,ESTATUS
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Partida Genérica,Vidrio y productos de vidrio,12823,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Partida Genérica,Material eléctrico y electrónico,1063562,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Partida Genérica,Artículos metálicos para la construcción,167488,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Partida Genérica,Materiales complementarios,412561,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Partida Genérica,Otros materiales y artículos de construcción y reparación,1427220,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Concepto,"Productos químicos, farmacéuticos, laboratorio y materias primas de producción y comercialización",15005292,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Partida Genérica,"Productos químicos, farmacéuticos y de laboratorio",14973042,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Subpartida Genérica,Productos químicos básicos,4127638,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Subpartida Genérica,"Fertilizantes, pesticidas y otros agroquímicos",64986,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Subpartida Genérica,Medicinas y productos farmacéuticos,36707,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Subpartida Genérica,"Materiales, accesorios y suministros médicos",29749,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Subpartida Genérica,"Materiales, accesorios y suministros de laboratorio",2230848,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Subpartida Genérica,"Fibras sintéticas, hules, plásticos y derivados",58093,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Subpartida Genérica,Otros productos químicos,8425021,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Partida Genérica,Materias primas y materiales de producción y comercialización,32250,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Subpartida Genérica,"Productos alimenticios, agropecuarios y forestales adquiridos como materia prima",25211,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Subpartida Genérica,"Combustibles, lubricantes, aditivos, carbón y sus derivados adquiridos como materia prima",1516,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Subpartida Genérica,"Productos químicos, farmacéuticos y de laboratorio adquiridos como materia prima",5523,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Concepto,"Combustibles, lubricantes y aditivos",46344075,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Partida Genérica,"Combustibles, lubricantes y aditivos",46344075,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Concepto,"Vestuario, blancos, prendas de protección y artículos deportivos",6216372,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Partida Genérica,Vestuario y uniformes,5837351,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Partida Genérica,Prendas de seguridad y protección personal,264915,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Partida Genérica,Productos textiles,109671,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Partida Genérica,"Blancos y otros productos textiles, excepto prendas de vestir",4435,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Concepto,Materiales y suministros para seguridad,6942618,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Partida Genérica,Materiales de seguridad pública,475322,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Partida Genérica,Prendas de protección para seguridad pública y nacional,6467296,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Capítulo,Servicios generales,438124759,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Concepto,Servicios básicos,34476168,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Partida Genérica,Energía eléctrica,13889013,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Partida Genérica,Gas,1586204,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Partida Genérica,Agua,1890590,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Partida Genérica,Telefonía tradicional,7189974,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Partida Genérica,Telefonía celular,2090564,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Partida Genérica,Servicios de telecomunicaciones y satélites,2491325,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Partida Genérica,"Servicios de acceso de Internet, redes y procesamiento de información",3103816,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Partida Genérica,Servicios postales y telegráficos,2234682,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Concepto,Servicios de arrendamiento,35417272,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Partida Genérica,Arrendamiento de edificios,11345862,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Partida Genérica,"Arrendamiento de mobiliario y equipo de administración, educacional y recreativo",1534694,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Partida Genérica,Arrendamiento de equipo de transporte,19756688,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Partida Genérica,"Arrendamiento de maquinaria, otros equipos y herramientas",16291,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Partida Genérica,Arrendamiento de activos intangibles,1531317,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Partida Genérica,Otros arrendamientos,1232420,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Concepto,"Servicios profesionales, científicos, técnicos y otros servicios",115679894,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Partida Genérica,"Servicios legales, de contabilidad, auditoría y relacionados",8403932,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Partida Genérica,"Servicios de diseño, arquitectura, ingeniería y actividades relacionadas",5819576,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Partida Genérica,"Servicios de consultoría administrativa, procesos, técnica y en tecnologías de la información",41554030,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Partida Genérica,Servicios de capacitación,26801851,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Partida Genérica,Servicios de investigación científica y desarrollo,9178200,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Partida Genérica,"Servicios de apoyo administrativo, traducción, fotocopiado e impresión",4553322,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Partida Genérica,Servicios de vigilancia,9795184,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Partida Genérica,"Servicios profesionales, científicos y técnicos integrales",9573799,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Concepto,"Servicios financieros, bancarios y comerciales",51258828,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Partida Genérica,Servicios financieros y bancarios,12274008,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Partida Genérica,"Servicios de recaudación, traslado y custodia de valores",1138614,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Partida Genérica,Seguros de responsabilidad patrimonial y fianzas,1763,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Partida Genérica,Seguro de bienes patrimoniales,37151032,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Partida Genérica,Fletes y maniobras,693411,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Concepto,"Servicios de instalación, reparación, mantenimiento y conservación",70400803,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Partida Genérica,Conservación y mantenimiento menor de inmuebles,3090958,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Partida Genérica,"Instalación, reparación y mantenimiento de mobiliario y equipo de administración, educacional y recreativo",449005,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Partida Genérica,"Instalación, reparación y mantenimiento de equipo de cómputo y tecnología de la información",17812417,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Partida Genérica,Servicios de jardinería y fumigación,681907,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Partida Genérica,Reparación y mantenimiento de equipo de transporte,22578089,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Partida Genérica,"Reparación y mantenimiento de equipo de defensa y seguridad e instalación, reparación y mantenimiento de equipo e instrumental médico y de laboratorio",914414,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Subpartida Genérica,"Instalación, reparación y mantenimiento de equipo e instrumental médico y de laboratorio",914414,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Partida Genérica,"Instalación, reparación y mantenimiento de maquinaria, otros equipos y herramienta",11672465,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Partida Genérica,Servicios de limpieza y manejo de desechos,13201548,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Concepto,Servicios de comunicación social y publicidad,75400289,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Partida Genérica,"Difusión por radio, televisión y otros medios de mensajes sobre programas y actividades gubernamentales",75104085,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Partida Genérica,"Servicios de creatividad, preproducción y producción de publicidad, excepto Internet",153696,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Partida Genérica,Servicios de revelado de fotografías,136650,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Partida Genérica,"Servicios de la industria fílmica, del sonido y del video",5858,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Concepto,Servicios de traslado y viáticos,5479323,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Partida Genérica,Pasajes aéreos,2279148,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Partida Genérica,Pasajes terrestres,1395271,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Partida Genérica,Viáticos en el país,1434520,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Partida Genérica,Viáticos en el extranjero,354007,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Partida Genérica,Otros servicios de traslado y hospedaje,16377,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Concepto,Servicios oficiales,23659091,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Partida Genérica,Gastos de ceremonial,1030271,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Partida Genérica,Gastos de orden social y cultural,19775714,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Partida Genérica,Congresos y convenciones,138850,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Partida Genérica,Exposiciones,459439,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Partida Genérica,Gastos de representación,2254817,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Concepto,Otros servicios generales,26353091,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Partida Genérica,Impuestos y derechos,2625158,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Partida Genérica,Sentencias y resoluciones por autoridad competente,664551,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Partida Genérica,"Penas, multas, accesorios y actualizaciones",945033,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Partida Genérica,Impuesto sobre nóminas y otros que se deriven de una relación laboral,21263484,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Partida Genérica,Otros servicios generales,854865,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Capítulo,"Transferencias, asignaciones, subsidios y otras ayudas",11510783589,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Concepto,Transferencias internas y asignaciones al sector público,11510721589,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Partida Genérica,A poderes,485818000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Subpartida Genérica,Legislativo,205071000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Subpartida Genérica,Judicial,280747000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Partida Genérica,A instituciones del gobierno según función,10867795589,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Subpartida Genérica,Instituciones y programas de educación,8031895000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Subpartida Genérica,Instituciones y programas de salud,2047366000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Subpartida Genérica,Instituciones y programas de asistencia social,284266000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Subpartida Genérica,Instituciones y programas de seguridad social,11781000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Subpartida Genérica,Instituciones y programas de cultura y deporte,331415000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Subpartida Genérica,Instituciones y programas de seguridad pública,49359589,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Subpartida Genérica,Instituciones y programas del sector turismo,11910000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2015,01,Egresos,Subpartida Genérica,Instituciones y programas del sector agropecuario,7000,Cifras Definitivas
