cve_entidad,desc_entidad,cve_municipio,desc_municipio,id_indicador,indicador,año,valor,unidad_medida
04,Campeche,0,Estatal,1002000006,Porcentaje de mujeres de 15 a 29 años,2015,13.682160076717,No especificada
04,Campeche,0,Estatal,1002000006,Porcentaje de mujeres de 15 a 29 años,2020,24.2292448005455,No especificada
04,Campeche,0,Estatal,1002000007,Porcentaje de población de 60 y más años,1995,6.1,No especificada
04,Campeche,0,Estatal,1002000007,Porcentaje de población de 60 y más años,2000,6.7,No especificada
04,Campeche,0,Estatal,1002000007,Porcentaje de población de 60 y más años,2005,7.5,No especificada
04,Campeche,0,Estatal,1002000007,Porcentaje de población de 60 y más años,2010,8.3,No especificada
04,Campeche,0,Estatal,1002000007,Porcentaje de población de 60 y más años,2015,9.54939878724035,No especificada
04,Campeche,0,Estatal,1002000007,Porcentaje de población de 60 y más años,2020,11.1047984511979,No especificada
04,Campeche,0,Estatal,1002000008,Porcentaje de hombres de 60 y más años,1995,6.4,No especificada
04,Campeche,0,Estatal,1002000008,Porcentaje de hombres de 60 y más años,2000,6.9,No especificada
04,Campeche,0,Estatal,1002000008,Porcentaje de hombres de 60 y más años,2005,7.8,No especificada
04,Campeche,0,Estatal,1002000008,Porcentaje de hombres de 60 y más años,2010,8.4,No especificada
04,Campeche,0,Estatal,1002000008,Porcentaje de hombres de 60 y más años,2015,4.7016937965244,No especificada
04,Campeche,0,Estatal,1002000008,Porcentaje de hombres de 60 y más años,2020,11.0591944835957,No especificada
04,Campeche,0,Estatal,1002000009,Porcentaje de mujeres de 60 y más años,1995,5.8,No especificada
04,Campeche,0,Estatal,1002000009,Porcentaje de mujeres de 60 y más años,2000,6.5,No especificada
04,Campeche,0,Estatal,1002000009,Porcentaje de mujeres de 60 y más años,2005,7.3,No especificada
04,Campeche,0,Estatal,1002000009,Porcentaje de mujeres de 60 y más años,2010,8.2,No especificada
04,Campeche,0,Estatal,1002000009,Porcentaje de mujeres de 60 y más años,2015,4.84770499071595,No especificada
04,Campeche,0,Estatal,1002000009,Porcentaje de mujeres de 60 y más años,2020,11.1489942038868,No especificada
04,Campeche,0,Estatal,1002000010,Edad mediana,1995,20,Años
04,Campeche,0,Estatal,1002000010,Edad mediana,2000,22,Años
04,Campeche,0,Estatal,1002000010,Edad mediana,2005,24,Años
04,Campeche,0,Estatal,1002000010,Edad mediana,2010,25,Años
04,Campeche,0,Estatal,1002000010,Edad mediana,2015,26.534519,Años
04,Campeche,0,Estatal,1002000010,Edad mediana,2020,29,Años
04,Campeche,0,Estatal,1002000011,Edad mediana hombres,1995,20,Años
04,Campeche,0,Estatal,1002000011,Edad mediana hombres,2000,21,Años
04,Campeche,0,Estatal,1002000011,Edad mediana hombres,2005,23,Años
04,Campeche,0,Estatal,1002000011,Edad mediana hombres,2010,25,Años
04,Campeche,0,Estatal,1002000011,Edad mediana hombres,2020,29,Años
04,Campeche,0,Estatal,1002000012,Edad mediana mujeres,1995,20,Años
04,Campeche,0,Estatal,1002000012,Edad mediana mujeres,2000,22,Años
04,Campeche,0,Estatal,1002000012,Edad mediana mujeres,2005,24,Años
04,Campeche,0,Estatal,1002000012,Edad mediana mujeres,2010,26,Años
04,Campeche,0,Estatal,1002000012,Edad mediana mujeres,2020,30,Años
04,Campeche,0,Estatal,1002000014,Población en hogares censales,1995,ND,Personas
04,Campeche,0,Estatal,1002000014,Población en hogares censales,2000,684838,Personas
04,Campeche,0,Estatal,1002000014,Población en hogares censales,2005,744650,Personas
04,Campeche,0,Estatal,1002000014,Población en hogares censales,2010,814170,Personas
04,Campeche,0,Estatal,1002000014,Población en hogares censales,2015,899931,Personas
04,Campeche,0,Estatal,1002000014,Población en hogares censales,2020,926854,Personas
04,Campeche,0,Estatal,1002000015,Población en hogares familiares,1995,ND,Personas
04,Campeche,0,Estatal,1002000015,Población en hogares familiares,2000,672067,Personas
04,Campeche,0,Estatal,1002000015,Población en hogares familiares,2005,727532,Personas
04,Campeche,0,Estatal,1002000015,Población en hogares familiares,2010,789353,Personas
04,Campeche,0,Estatal,1002000015,Población en hogares familiares,2020,887877,Personas
04,Campeche,0,Estatal,1002000016,Población en hogares no familiares,1995,ND,Personas
04,Campeche,0,Estatal,1002000016,Población en hogares no familiares,2000,12456,Personas
04,Campeche,0,Estatal,1002000016,Población en hogares no familiares,2005,16712,Personas
04,Campeche,0,Estatal,1002000016,Población en hogares no familiares,2010,22904,Personas
04,Campeche,0,Estatal,1002000016,Población en hogares no familiares,2020,34840,Personas
04,Campeche,0,Estatal,1002000018,Hogares censales,1995,ND,Hogares censales
04,Campeche,0,Estatal,1002000018,Hogares censales,2000,160492,Hogares censales
04,Campeche,0,Estatal,1002000018,Hogares censales,2005,186134,Hogares censales
04,Campeche,0,Estatal,1002000018,Hogares censales,2010,211632,Hogares censales
04,Campeche,0,Estatal,1002000018,Hogares censales,2015,244471,Hogares censales
04,Campeche,0,Estatal,1002000018,Hogares censales,2020,260725,Hogares censales
04,Campeche,0,Estatal,1002000019,Hogares con jefatura masculina,1995,ND,Hogares
04,Campeche,0,Estatal,1002000019,Hogares con jefatura masculina,2000,131947,Hogares
04,Campeche,0,Estatal,1002000019,Hogares con jefatura masculina,2005,147761,Hogares
04,Campeche,0,Estatal,1002000019,Hogares con jefatura masculina,2010,162574,Hogares
04,Campeche,0,Estatal,1002000019,Hogares con jefatura masculina,2015,172986,Hogares
04,Campeche,0,Estatal,1002000019,Hogares con jefatura masculina,2020,179653,Hogares
04,Campeche,0,Estatal,1002000020,Hogares con jefatura femenina,1995,ND,Hogares
04,Campeche,0,Estatal,1002000020,Hogares con jefatura femenina,2000,28545,Hogares
04,Campeche,0,Estatal,1002000020,Hogares con jefatura femenina,2005,38373,Hogares
04,Campeche,0,Estatal,1002000020,Hogares con jefatura femenina,2010,49058,Hogares
04,Campeche,0,Estatal,1002000020,Hogares con jefatura femenina,2015,71485,Hogares
04,Campeche,0,Estatal,1002000020,Hogares con jefatura femenina,2020,81072,Hogares
04,Campeche,0,Estatal,1002000021,Tamaño promedio de los hogares censales,1995,ND,Personas
04,Campeche,0,Estatal,1002000021,Tamaño promedio de los hogares censales,2000,4.27,Personas
04,Campeche,0,Estatal,1002000021,Tamaño promedio de los hogares censales,2005,4,Personas
04,Campeche,0,Estatal,1002000021,Tamaño promedio de los hogares censales,2010,3.85,Personas
04,Campeche,0,Estatal,1002000021,Tamaño promedio de los hogares censales,2015,3.7,Personas
04,Campeche,0,Estatal,1002000021,Tamaño promedio de los hogares censales,2020,3.55491034615016,Personas
04,Campeche,0,Estatal,1002000022,Tamaño promedio de los hogares con jefe hombre,1995,ND,Personas
04,Campeche,0,Estatal,1002000022,Tamaño promedio de los hogares con jefe hombre,2000,4.41,Personas
04,Campeche,0,Estatal,1002000022,Tamaño promedio de los hogares con jefe hombre,2005,4.15,Personas
04,Campeche,0,Estatal,1002000022,Tamaño promedio de los hogares con jefe hombre,2010,3.99,Personas
04,Campeche,0,Estatal,1002000022,Tamaño promedio de los hogares con jefe hombre,2020,3.66344007614679,Personas
04,Campeche,0,Estatal,1002000023,Tamaño promedio de los hogares con jefe mujer,1995,ND,Personas
04,Campeche,0,Estatal,1002000023,Tamaño promedio de los hogares con jefe mujer,2000,3.59,Personas
04,Campeche,0,Estatal,1002000023,Tamaño promedio de los hogares con jefe mujer,2005,3.43,Personas
04,Campeche,0,Estatal,1002000023,Tamaño promedio de los hogares con jefe mujer,2010,3.37,Personas
04,Campeche,0,Estatal,1002000023,Tamaño promedio de los hogares con jefe mujer,2020,3.31441188079732,Personas
04,Campeche,0,Estatal,1002000024,Relación hombres-mujeres,1910,103.5,Hombres por cada 100 mujeres
04,Campeche,0,Estatal,1002000024,Relación hombres-mujeres,1921,98.9,Hombres por cada 100 mujeres
04,Campeche,0,Estatal,1002000024,Relación hombres-mujeres,1930,98.8,Hombres por cada 100 mujeres
04,Campeche,0,Estatal,1002000024,Relación hombres-mujeres,1940,99.2,Hombres por cada 100 mujeres
04,Campeche,0,Estatal,1002000024,Relación hombres-mujeres,1950,101.9,Hombres por cada 100 mujeres
04,Campeche,0,Estatal,1002000024,Relación hombres-mujeres,1960,102.8,Hombres por cada 100 mujeres
04,Campeche,0,Estatal,1002000024,Relación hombres-mujeres,1970,101,Hombres por cada 100 mujeres
04,Campeche,0,Estatal,1002000024,Relación hombres-mujeres,1990,100.9,Hombres por cada 100 mujeres
04,Campeche,0,Estatal,1002000024,Relación hombres-mujeres,1995,101.08,Hombres por cada 100 mujeres
04,Campeche,0,Estatal,1002000024,Relación hombres-mujeres,2000,99.42,Hombres por cada 100 mujeres
04,Campeche,0,Estatal,1002000024,Relación hombres-mujeres,2005,97.95,Hombres por cada 100 mujeres
04,Campeche,0,Estatal,1002000024,Relación hombres-mujeres,2010,98.31,Hombres por cada 100 mujeres
04,Campeche,0,Estatal,1002000024,Relación hombres-mujeres,2015,96.210877,Hombres por cada 100 mujeres
04,Campeche,0,Estatal,1002000024,Relación hombres-mujeres,2020,96.9273944474613,Hombres por cada 100 mujeres
04,Campeche,0,Estatal,1002000041,Porcentaje de personas de 15 años y más alfabetas,2000,88.1293657792824,Porcentaje
04,Campeche,0,Estatal,1002000041,Porcentaje de personas de 15 años y más alfabetas,2010,90.94,Porcentaje
04,Campeche,0,Estatal,1002000041,Porcentaje de personas de 15 años y más alfabetas,2015,92.8765820559158,Porcentaje
04,Campeche,0,Estatal,1002000041,Porcentaje de personas de 15 años y más alfabetas,2020,94.0044014870759,Porcentaje
04,Campeche,0,Estatal,1002000050,Tasa de alfabetización de las personas de 15 a 24 años,2000,95.6,Tasa
04,Campeche,0,Estatal,1002000050,Tasa de alfabetización de las personas de 15 a 24 años,2010,98.24481,Tasa
04,Campeche,0,Estatal,1002000050,Tasa de alfabetización de las personas de 15 a 24 años,2020,98.6861881658053,Tasa
04,Campeche,0,Estatal,1002000055,Población de edad no especificada,1990,7603,Personas
04,Campeche,0,Estatal,1002000055,Población de edad no especificada,1995,2029,Personas
04,Campeche,0,Estatal,1002000055,Población de edad no especificada,2000,5566,Personas
04,Campeche,0,Estatal,1002000055,Población de edad no especificada,2005,8484,Personas
04,Campeche,0,Estatal,1002000055,Población de edad no especificada,2010,6389,Personas
04,Campeche,0,Estatal,1002000055,Población de edad no especificada,2020,4294,Personas
04,Campeche,0,Estatal,1002000056,Población de edad no especificada. Hombres,1990,3813,Personas
04,Campeche,0,Estatal,1002000056,Población de edad no especificada. Hombres,1995,1046,Personas
04,Campeche,0,Estatal,1002000056,Población de edad no especificada. Hombres,2000,2910,Personas
04,Campeche,0,Estatal,1002000056,Población de edad no especificada. Hombres,2005,4253,Personas
04,Campeche,0,Estatal,1002000056,Población de edad no especificada. Hombres,2010,3193,Personas
04,Campeche,0,Estatal,1002000056,Población de edad no especificada. Hombres,2020,2150,Personas
04,Campeche,0,Estatal,1002000057,Población de edad no especificada. Mujeres,1990,3790,Personas
04,Campeche,0,Estatal,1002000057,Población de edad no especificada. Mujeres,1995,983,Personas
04,Campeche,0,Estatal,1002000057,Población de edad no especificada. Mujeres,2000,2656,Personas
04,Campeche,0,Estatal,1002000057,Población de edad no especificada. Mujeres,2005,4231,Personas
04,Campeche,0,Estatal,1002000057,Población de edad no especificada. Mujeres,2010,3196,Personas
04,Campeche,0,Estatal,1002000057,Población de edad no especificada. Mujeres,2020,2144,Personas
04,Campeche,0,Estatal,1002000058,Población de 0 a 4 años,1990,71130,Personas
04,Campeche,0,Estatal,1002000058,Población de 0 a 4 años,1995,80026,Personas
04,Campeche,0,Estatal,1002000058,Población de 0 a 4 años,2000,78424,Personas
04,Campeche,0,Estatal,1002000058,Población de 0 a 4 años,2005,73461,Personas
04,Campeche,0,Estatal,1002000058,Población de 0 a 4 años,2010,76925,Personas
04,Campeche,0,Estatal,1002000058,Población de 0 a 4 años,2020,78935,Personas
04,Campeche,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,1990,35835,Personas
04,Campeche,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,1995,40710,Personas
04,Campeche,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,2000,39670,Personas
04,Campeche,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,2005,37327,Personas
04,Campeche,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,2010,39317,Personas
04,Campeche,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,2020,39817,Personas
04,Campeche,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,1990,35295,Personas
04,Campeche,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,1995,39316,Personas
04,Campeche,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,2000,38754,Personas
04,Campeche,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,2005,36134,Personas
04,Campeche,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,2010,37608,Personas
04,Campeche,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,2020,39118,Personas
04,Campeche,0,Estatal,1002000061,Población de 10 a 14 años,1990,68224,Personas
04,Campeche,0,Estatal,1002000061,Población de 10 a 14 años,1995,77875,Personas
04,Campeche,0,Estatal,1002000061,Población de 10 a 14 años,2000,80246,Personas
04,Campeche,0,Estatal,1002000061,Población de 10 a 14 años,2005,83597,Personas
04,Campeche,0,Estatal,1002000061,Población de 10 a 14 años,2010,81314,Personas
04,Campeche,0,Estatal,1002000061,Población de 10 a 14 años,2020,80168,Personas
04,Campeche,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,1990,34443,Personas
04,Campeche,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,1995,39434,Personas
04,Campeche,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,2000,40529,Personas
04,Campeche,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,2005,42346,Personas
04,Campeche,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,2010,41146,Personas
04,Campeche,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,2020,41047,Personas
04,Campeche,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,1990,33781,Personas
04,Campeche,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,1995,38441,Personas
04,Campeche,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,2000,39717,Personas
04,Campeche,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,2005,41251,Personas
04,Campeche,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,2010,40168,Personas
04,Campeche,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,2020,39121,Personas
04,Campeche,0,Estatal,1002000064,Población de 100 años y más,1990,129,Personas
04,Campeche,0,Estatal,1002000064,Población de 100 años y más,1995,125,Personas
04,Campeche,0,Estatal,1002000064,Población de 100 años y más,2000,149,Personas
04,Campeche,0,Estatal,1002000064,Población de 100 años y más,2005,140,Personas
04,Campeche,0,Estatal,1002000064,Población de 100 años y más,2010,142,Personas
04,Campeche,0,Estatal,1002000064,Población de 100 años y más,2020,149,Personas
04,Campeche,0,Estatal,1002000065,Población de 100 años y más. Hombres,1990,53,Personas
04,Campeche,0,Estatal,1002000065,Población de 100 años y más. Hombres,1995,57,Personas
04,Campeche,0,Estatal,1002000065,Población de 100 años y más. Hombres,2000,79,Personas
04,Campeche,0,Estatal,1002000065,Población de 100 años y más. Hombres,2005,73,Personas
04,Campeche,0,Estatal,1002000065,Población de 100 años y más. Hombres,2010,75,Personas
04,Campeche,0,Estatal,1002000065,Población de 100 años y más. Hombres,2020,78,Personas
04,Campeche,0,Estatal,1002000066,Población de 100 años y más. Mujeres,1990,76,Personas
04,Campeche,0,Estatal,1002000066,Población de 100 años y más. Mujeres,1995,68,Personas
04,Campeche,0,Estatal,1002000066,Población de 100 años y más. Mujeres,2000,70,Personas
04,Campeche,0,Estatal,1002000066,Población de 100 años y más. Mujeres,2005,67,Personas
04,Campeche,0,Estatal,1002000066,Población de 100 años y más. Mujeres,2010,67,Personas
04,Campeche,0,Estatal,1002000066,Población de 100 años y más. Mujeres,2020,71,Personas
04,Campeche,0,Estatal,1002000067,Población de 15 a 19 años,1990,60846,Personas
04,Campeche,0,Estatal,1002000067,Población de 15 a 19 años,1995,71464,Personas
04,Campeche,0,Estatal,1002000067,Población de 15 a 19 años,2000,73769,Personas
04,Campeche,0,Estatal,1002000067,Población de 15 a 19 años,2005,77485,Personas
04,Campeche,0,Estatal,1002000067,Población de 15 a 19 años,2010,82920,Personas
04,Campeche,0,Estatal,1002000067,Población de 15 a 19 años,2020,76140,Personas
04,Campeche,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,1990,30303,Personas
04,Campeche,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,1995,35725,Personas
04,Campeche,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,2000,36751,Personas
04,Campeche,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,2005,38458,Personas
04,Campeche,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,2010,41693,Personas
04,Campeche,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,2020,38468,Personas
04,Campeche,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,1990,30543,Personas
04,Campeche,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,1995,35739,Personas
04,Campeche,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,2000,37018,Personas
04,Campeche,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,2005,39027,Personas
04,Campeche,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,2010,41227,Personas
04,Campeche,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,2020,37672,Personas
04,Campeche,0,Estatal,1002000070,Población de 20 a 24 años,1990,49953,Personas
04,Campeche,0,Estatal,1002000070,Población de 20 a 24 años,1995,64693,Personas
04,Campeche,0,Estatal,1002000070,Población de 20 a 24 años,2000,66395,Personas
04,Campeche,0,Estatal,1002000070,Población de 20 a 24 años,2005,70006,Personas
04,Campeche,0,Estatal,1002000070,Población de 20 a 24 años,2010,76388,Personas
04,Campeche,0,Estatal,1002000070,Población de 20 a 24 años,2020,75556,Personas
04,Campeche,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,1990,24470,Personas
04,Campeche,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,1995,31663,Personas
04,Campeche,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,2000,31911,Personas
04,Campeche,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,2005,33347,Personas
04,Campeche,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,2010,37219,Personas
04,Campeche,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,2020,37277,Personas
04,Campeche,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,1990,25483,Personas
04,Campeche,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,1995,33030,Personas
04,Campeche,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,2000,34484,Personas
04,Campeche,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,2005,36659,Personas
04,Campeche,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,2010,39169,Personas
04,Campeche,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,2020,38279,Personas
04,Campeche,0,Estatal,1002000073,Población de 25 a 29 años,1990,41646,Personas
04,Campeche,0,Estatal,1002000073,Población de 25 a 29 años,1995,52129,Personas
04,Campeche,0,Estatal,1002000073,Población de 25 a 29 años,2000,57599,Personas
04,Campeche,0,Estatal,1002000073,Población de 25 a 29 años,2005,62455,Personas
04,Campeche,0,Estatal,1002000073,Población de 25 a 29 años,2010,68197,Personas
04,Campeche,0,Estatal,1002000073,Población de 25 a 29 años,2020,72798,Personas
04,Campeche,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,1990,20214,Personas
04,Campeche,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,1995,25406,Personas
04,Campeche,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,2000,27661,Personas
04,Campeche,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,2005,29579,Personas
04,Campeche,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,2010,32562,Personas
04,Campeche,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,2020,35046,Personas
04,Campeche,0,Estatal,1002000075,Población de 25 a 29 años. Mujeres,1990,21432,Personas
04,Campeche,0,Estatal,1002000075,Población de 25 a 29 años. Mujeres,1995,26723,Personas
04,Campeche,0,Estatal,1002000075,Población de 25 a 29 años. Mujeres,2000,29938,Personas
04,Campeche,0,Estatal,1002000075,Población de 25 a 29 años. Mujeres,2005,32876,Personas
04,Campeche,0,Estatal,1002000075,Población de 25 a 29 años. Mujeres,2010,35635,Personas
04,Campeche,0,Estatal,1002000075,Población de 25 a 29 años. Mujeres,2020,37752,Personas
04,Campeche,0,Estatal,1002000076,Población de 30 a 34 años,1990,34489,Personas
04,Campeche,0,Estatal,1002000076,Población de 30 a 34 años,1995,45219,Personas
04,Campeche,0,Estatal,1002000076,Población de 30 a 34 años,2000,50021,Personas
04,Campeche,0,Estatal,1002000076,Población de 30 a 34 años,2005,59665,Personas
04,Campeche,0,Estatal,1002000076,Población de 30 a 34 años,2010,64927,Personas
04,Campeche,0,Estatal,1002000076,Población de 30 a 34 años,2020,72709,Personas
04,Campeche,0,Estatal,1002000077,Población de 30 a 34 años. Hombres,1990,17076,Personas
04,Campeche,0,Estatal,1002000077,Población de 30 a 34 años. Hombres,1995,22241,Personas
04,Campeche,0,Estatal,1002000077,Población de 30 a 34 años. Hombres,2000,24435,Personas
04,Campeche,0,Estatal,1002000077,Población de 30 a 34 años. Hombres,2005,28481,Personas
04,Campeche,0,Estatal,1002000077,Población de 30 a 34 años. Hombres,2010,30991,Personas
04,Campeche,0,Estatal,1002000077,Población de 30 a 34 años. Hombres,2020,34557,Personas
04,Campeche,0,Estatal,1002000078,Población de 30 a 34 años. Mujeres,1990,17413,Personas
04,Campeche,0,Estatal,1002000078,Población de 30 a 34 años. Mujeres,1995,22978,Personas
04,Campeche,0,Estatal,1002000078,Población de 30 a 34 años. Mujeres,2000,25586,Personas
04,Campeche,0,Estatal,1002000078,Población de 30 a 34 años. Mujeres,2005,31184,Personas
04,Campeche,0,Estatal,1002000078,Población de 30 a 34 años. Mujeres,2010,33936,Personas
04,Campeche,0,Estatal,1002000078,Población de 30 a 34 años. Mujeres,2020,38152,Personas
04,Campeche,0,Estatal,1002000079,Población de 35 a 39 años,1990,31017,Personas
04,Campeche,0,Estatal,1002000079,Población de 35 a 39 años,1995,40558,Personas
04,Campeche,0,Estatal,1002000079,Población de 35 a 39 años,2000,45603,Personas
04,Campeche,0,Estatal,1002000079,Población de 35 a 39 años,2005,52899,Personas
04,Campeche,0,Estatal,1002000079,Población de 35 a 39 años,2010,61896,Personas
04,Campeche,0,Estatal,1002000079,Población de 35 a 39 años,2020,70275,Personas
04,Campeche,0,Estatal,1002000080,Población de 35 a 39 años. Hombres,1990,15436,Personas
04,Campeche,0,Estatal,1002000080,Población de 35 a 39 años. Hombres,1995,20102,Personas
04,Campeche,0,Estatal,1002000080,Población de 35 a 39 años. Hombres,2000,22444,Personas
04,Campeche,0,Estatal,1002000080,Población de 35 a 39 años. Hombres,2005,25770,Personas
04,Campeche,0,Estatal,1002000080,Población de 35 a 39 años. Hombres,2010,30049,Personas
04,Campeche,0,Estatal,1002000080,Población de 35 a 39 años. Hombres,2020,33611,Personas
04,Campeche,0,Estatal,1002000081,Población de 35 a 39 años. Mujeres,1990,15581,Personas
04,Campeche,0,Estatal,1002000081,Población de 35 a 39 años. Mujeres,1995,20456,Personas
04,Campeche,0,Estatal,1002000081,Población de 35 a 39 años. Mujeres,2000,23159,Personas
04,Campeche,0,Estatal,1002000081,Población de 35 a 39 años. Mujeres,2005,27129,Personas
04,Campeche,0,Estatal,1002000081,Población de 35 a 39 años. Mujeres,2010,31847,Personas
04,Campeche,0,Estatal,1002000081,Población de 35 a 39 años. Mujeres,2020,36664,Personas
04,Campeche,0,Estatal,1002000082,Población de 40 a 44 años,1990,22303,Personas
04,Campeche,0,Estatal,1002000082,Población de 40 a 44 años,1995,30851,Personas
